index,rank,title,artist,count,year,id,duration,loudness,tempo,time_signature,key
3814,14,Higher Love,Steve Winwood,22,1986,4ZExvJvQXPEeYzGU0N3THi,351.50668,-12.159,98.699,4.0,5.0
3815,15,Your Love,The Outfield,22,1986,0WoFs3EdGOx58yX5BtXvOa,216.46667,-12.421,129.513,4.0,1.0
3816,16,Mad About You,Belinda Carlisle,21,1986,1SWfuzL0VJx1oYnEtqueSr,216.56,-11.514,71.706,4.0,9.0
3817,17,"Glory Of Love (Theme From ""The Karate Kid Part II"")",Peter Cetera,21,1986,1eyq8cjUQ2daFthW2PC2GM,258.33334,-7.935,144.983,4.0,5.0
3818,18,Sledgehammer,Peter Gabriel,21,1986,4AUS8KNz7zX8XFu9L38GT0,311.98645,-7.561,96.319,4.0,8.0
3819,19,"Take My Breath Away (Love Theme From ""Top Gun"")",Berlin,21,1986,15MJ5NThPjj6xhPcts8MiY,255.73334,-9.397,95.769,4.0,6.0
3820,20,There'll Be Sad Songs (To Make You Cry),Billy Ocean,21,1986,1mP8BJQBRZWjSQLVmxQEyG,292.68,-7.673,79.738,4.0,0.0
3821,21,Danger Zone,Kenny Loggins,21,1986,34x6hEJgGAOQvmlMql5Ige,215.13333,-6.056,157.17,4.0,3.0
3822,22,Your Wildest Dreams,The Moody Blues,21,1986,1T4iwEA2ySieXjWxjiMVWs,291.0,-15.997,141.362,4.0,7.0
3823,23,Friends And Lovers,Carl Anderson & Gloria Loring,21,1986,19u5G7pWq3Nj6lQiP4W4Hp,226.56,-9.928,80.521,4.0,2.0
3824,24,What Have You Done For Me Lately,Janet Jackson,21,1986,2SFq0UIiBWkBgky0fkrHP0,299.49332,-12.408,114.045,4.0,1.0
3825,25,Baby Love,Regina,20,1986,49XFzK6rmS6qahfX73tzkY,217.58667,-6.648,97.852,4.0,2.0
3826,26,Sweet Love,Anita Baker,20,1986,4xVXe1VS5zlQyECVk6GRrL,262.26666,-7.255,87.541,4.0,10.0
3827,27,Take Me Home Tonight,Eddie Money,20,1986,7b4yGtR0rujvLi5EBfKKJ2,211.16,-9.911,132.699,4.0,1.0
3828,28,What You Need,INXS,20,1986,04EnF5C2HvYZfGu64Bng7I,214.0,-6.045,116.085,4.0,11.0
3829,29,Crush On You,The Jets,20,1986,2sYLlZU3FuCF8SKNeIvdKA,272.49332,-10.851,120.332,4.0,1.0
3830,30,West End Girls,Pet Shop Boys,20,1986,2Di0qFNb7ATroCGB3q0Ka7,285.90668,-7.471,113.259,4.0,4.0
3831,31,Manic Monday,The Bangles,20,1986,00vYs0qZA40Z8AAaN7xmMO,184.16,-10.906,121.761,4.0,2.0
3832,32,These Dreams,Heart,20,1986,22wWxHGHRH8gZXNDXRgSqY,254.47624,-9.865,79.103,4.0,11.0
3833,33,If You Leave,Orchestral Manoeuvres In The Dark,20,1986,38w6aqERgBYjyvWQsltcvs,269.8,-4.924,120.197,4.0,0.0
3834,34,I Didn't Mean To Turn You On,Robert Palmer,20,1986,4JF9MKFo5i85o5ap1JHKYE,224.8,-15.589,120.657,4.0,5.0
3835,35,"Sweet Freedom (Theme From ""Running Scared"")",Michael McDonald,20,1986,4ZsYF5rjUXIwds6KNimPRo,459.90668,-12.031,114.863,4.0,0.0
3836,36,"Who's Johnny (""Short Circuit"" Theme)",El DeBarge,19,1986,02RbmzVSbkxJVIqMNx47uY,248.46667,-11.552,110.675,4.0,0.0
3837,37,Digging Your Scene,The Blow Monkeys,19,1986,72d38PCaL34IJULbV7rZ0o,254.26666,-9.815,102.996,4.0,9.0
3838,38,Nasty,Janet Jackson,19,1986,07OzC5JlcaDwEkzWmvqp6y,243.13333,-11.697,103.652,4.0,1.0
3839,39,I Wanna Be A Cowboy,Boys Don't Cry,19,1986,38mEFmht9K7UcpHvS9vtJG,366.1334,-12.426,142.565,4.0,0.0
3840,40,When I Think Of You,Janet Jackson,19,1986,3mJ6pNcFM2CkykCYSREdKT,235.49333,-11.386,116.207,4.0,9.0
3841,41,Rumors,Timex Social Club,19,1986,4yCmtYi6veZS3FcH9lp4O7,288.55438,-6.286,106.33,4.0,8.0
3842,42,How Will I Know,Whitney Houston,19,1986,5tdKaKLnC4SgtDZ6RlWeal,275.53333,-12.697,119.49,4.0,6.0
3843,43,Sara,Starship,19,1986,0HzjKCZmFhwcO2vnnHpj9q,292.8,-5.675,100.273,4.0,10.0
3844,44,All I Need Is A Miracle,Mike + The Mechanics,19,1986,1VKXBgsRK7lWDSVbfANlf3,252.42667,-13.083,135.125,4.0,0.0
3845,45,You Should Be Mine (The Woo Woo Song),Jeffrey Osborne,19,1986,2SfuAy85nKuB71LCLZFDPk,266.50668,-10.968,88.907,4.0,0.0
3846,46,Venus,Bananarama,19,1986,4XX1pFUkQOZTYp6Hb6a6Ae,229.16467,-4.812,126.113,4.0,9.0
3847,47,Stuck With You,Huey Lewis & The News,19,1986,2cFl7utlqyZjCXN1G5nRvA,269.57333,-11.402,120.717,4.0,4.0
3848,48,Talk To Me,Stevie Nicks,19,1986,0lqNtjLgTJYScspOhJXxtx,250.02667,-6.385,103.07,4.0,5.0
3849,49,Tuff Enuff,The Fabulous Thunderbirds,19,1986,5A6NxpltFMv6jCsuA1qRHQ,202.4,-11.48,116.305,4.0,6.0
3850,50,Tender Love,Force M.D.'s,19,1986,6D527hFJzl1vWSzosEbyQk,234.05333,-7.289,142.676,4.0,8.0
3851,51,Bad Boy,Miami Sound Machine,19,1986,5AM6VOkN7ficA2O04f5JG1,235.50667,-16.185,181.498,4.0,0.0
3852,52,The Captain Of Her Heart,Double,18,1986,5EwltLwI9hRLyiTUAjMsQ6,274.61664,-9.488,96.281,4.0,8.0
3853,53,A Matter Of Trust,Billy Joel,18,1986,6J212smZzpeOCYQ9DITMSC,248.74667,-8.371,110.304,4.0,2.0
3854,54,Live To Tell,Madonna,18,1986,095MMFhB9qxPx2VsmvjnUs,351.92,-6.752,109.943,4.0,2.0
3855,55,Kyrie,Mr. Mister,18,1986,5BXj1QDRU77J1ngVavG1tI,256.96,-8.769,89.749,4.0,0.0
3856,56,Kiss,Prince And The Revolution,18,1986,62LJFaYihsdVrrkgUOJC05,226.24,-12.238,111.485,4.0,7.0
3857,57,Nikita,Elton John,18,1986,3G0ENKW9vzV0SuYKaWFflI,343.24,-9.29,86.605,4.0,7.0
3858,58,This Could Be The Night,Loverboy,18,1986,3KrZIFD2cAMyJXuj0KJ5ge,298.44,-15.084,84.586,4.0,1.0
3859,59,I'm Your Man,Wham!,18,1986,2gG7E5OZi5D5QLRIctv63z,243.09332,-6.943,132.146,4.0,2.0
3860,60,I'll Be Over You,Toto,18,1986,1WeoeHh0TSzsApyJ6Q8OOK,229.88,-17.85,82.167,4.0,10.0
3861,61,True Colors,Cyndi Lauper,18,1986,2A6yzRGMgSQCUapR2ptm6A,227.6,-13.155,171.282,4.0,0.0
3862,62,Greatest Love Of All,Whitney Houston,18,1986,6yJxCltgtmGxIgKOS6ndnu,291.4,-16.011,131.242,4.0,9.0
3863,63,Night Moves,Marilyn Martin,18,1986,3NiaJXqECvnb6GABk6bmoP,318.61334,-12.967,130.224,4.0,3.0
3864,64,"Love Touch (Theme From ""Legal Eagles"")",Rod Stewart,18,1986,3aJrPU9tHoaAMGTTVtUAyN,243.93333,-13.15,179.009,4.0,4.0
3865,65,"When The Going Gets Tough, The Tough Get Going",Billy Ocean,18,1986,5UU5FbITNm5OunvHQdsKME,248.0,-6.318,122.045,4.0,4.0
3866,66,Papa Don't Preach,Madonna,18,1986,6A8OnjnpShshNpcqWtZRjr,268.53333,-3.243,121.879,4.0,5.0
3867,67,Silent Running (On Dangerous Ground),Mike + The Mechanics,18,1986,4ae0AmiDt3o18FvSmQOOYc,373.93332,-13.24,130.989,4.0,2.0
3868,68,Heaven In Your Eyes,Loverboy,17,1986,1sMhhVoD3ExOFTeh70EqNe,243.22667,-10.32,123.441,4.0,6.0
3869,69,You Give Love A Bad Name,Bon Jovi,17,1986,0rmGAIH9LNJewFw7nKzZnc,222.70667,-2.947,122.805,4.0,0.0
3870,70,Wild Wild Life,Talking Heads,17,1986,5VGl1VsTtPO2gbhHrhB5Lx,219.82668,-11.268,137.478,4.0,9.0
3871,71,Saturday Love,Cherrelle With Alexander O'Neal,17,1986,2CMBjJ59FVIVDTeJvlkJCz,390.6,-14.22,115.725,4.0,11.0
3872,72,Emotion In Motion,Ric Ocasek,17,1986,5TknpiAJsKOhUM4HM3tFDX,280.6,-12.107,106.028,4.0,0.0
3873,73,Rock Me Amadeus,Falco,17,1986,0DfG1ltJnZyq4Tx3ZLL7ZU,202.23637,-9.45,176.735,4.0,4.0
3874,74,Invisible Touch,Genesis,17,1986,0xpBr84T3FTm9j4D1MdPtk,208.02667,-6.845,131.014,4.0,0.0
3875,75,Is It Love,Mr. Mister,17,1986,1YPXe8H3ea1UNhA9kjy3PC,217.33333,-11.418,116.37,4.0,0.0
3876,76,R.O.C.K. In The U.S.A. (A Salute to 60's Rock),John Mellencamp,17,1986,0lqfBvf1Gqmmt3l5Qeirlm,174.36,-4.009,164.018,4.0,9.0
3877,77,Dancing On The Ceiling,Lionel Richie,17,1986,0snPJPxkk0MbTc0xeUvAPt,270.72,-8.642,133.197,4.0,0.0
3878,78,Beat's So Lonely,Charlie Sexton,17,1986,6LQvtsFHnhn28rW4qU8UTB,316.77332,-11.749,156.082,4.0,0.0
3879,79,One Step Closer To You,Gavin Christopher,17,1986,6nHtta2jcgtkh9KAfrNjzK,311.32,-12.819,112.114,4.0,5.0
3880,80,Take It Easy,Andy Taylor,17,1986,7hxIL3QzWSJbvV4cHhMzcg,251.71701,-12.874,120.075,4.0,7.0
3881,81,Like No Other Night,Thirty Eight Special,16,1986,7FMxqeJ5S5ajkkLlEZ9fL2,239.46667,-14.532,124.249,4.0,9.0
3882,82,Missionary Man,Eurythmics,16,1986,1LgZRmGoSyiOOWxjTjMJy0,267.94666,-4.271,124.894,4.0,10.0
3883,83,Walk This Way,Run-D.M.C.,16,1986,6qUEOWqOzu1rLPUPQ1ECpx,310.38666,-7.989,105.448,4.0,9.0
3884,84,No Easy Way Out,Robert Tepper,16,1986,5bnMKUXkMfYVXW8FjvFTuV,262.02667,-7.916,126.195,4.0,4.0
3885,85,Typical Male,Tina Turner,16,1986,2fjJt3OQ8MPaZ3LMzAWiTA,256.82666,-7.772,106.013,4.0,1.0
3886,86,Word Up,Cameo,16,1986,7LoGfKBAaOl0nxhodJ1240,260.0,-13.105,116.222,4.0,6.0
3887,87,Feel It Again,Honeymoon Suite,16,1986,27njtYcV3FjqmAvtxEUC4S,277.29333,-13.164,122.141,4.0,10.0
3888,88,Human,The Human League,16,1986,1JQnfjrA01XFf6MVNMkQu2,228.09332,-8.611,101.407,4.0,8.0
3889,89,The Rain,Oran 'Juice' Jones,16,1986,7FesdPPnPPE70f4Xyjv71H,309.4,-15.838,109.148,4.0,0.0
3890,90,Take Me Home,Phil Collins,16,1986,2s6wCS3vDZFPY9NOTlPXJZ,353.57333,-7.753,118.796,4.0,8.0
3891,91,Throwing It All Away,Genesis,16,1986,1dMilrhgON9TIGPVdWG2dX,229.56,-7.409,83.972,4.0,6.0
3892,92,Life In A Northern Town,The Dream Academy,16,1986,4m3OS54KWywYhP7WD7z1cg,259.29333,-13.342,121.67,4.0,4.0
3893,93,The Sweetest Taboo,Sade,16,1986,0sKfhhj6hYyJIXnTiZV9vf,277.37332,-9.455,91.563,4.0,10.0
3894,94,What Does It Take,Honeymoon Suite,16,1986,64nufOFI9wEAWW5IQcKLat,255.13333,-13.044,88.589,4.0,7.0
3895,95,Nothin' At All,Heart,16,1986,4lCF99jVlxFpiAPCuvPfga,247.5658,-6.947,123.267,4.0,7.0
3896,96,When The Heart Rules The Mind,GTR,16,1986,1GZCxPWPE0ezSY6lcKVVRL,328.95566,-8.47,137.218,4.0,2.0
3897,97,Live Is Life,Opus,16,1986,5luOvrlnzfvJQdQjrScVj4,249.50044,-4.274,95.423,4.0,9.0
3898,98,Opportunities (Let's Make Lots Of Money),Pet Shop Boys,16,1986,4jgdKiZhbD6BlVMhCf4NJH,223.66667,-6.696,120.458,4.0,8.0
3899,99,Why Can't This Be Love,Van Halen,16,1986,0TaT50ZZxT4ytZxuqkE3A9,227.69333,-13.371,88.236,4.0,0.0
3900,0,Freedom,Wham!,27,1985,0PhU6i6Kei6x0CH3jocvA3,302.2,-12.882,132.538,4.0,0.0
3901,1,Take On Me,a-ha,25,1985,2WfaOiMkCvy7F5fcp2zZ8L,225.28,-7.638,84.412,4.0,6.0
3902,2,Cherish,Kool & The Gang,25,1985,2yCAGizViD7HZXwNYxJToQ,238.0,-9.903,95.17,4.0,1.0
3903,3,Everybody Wants To Rule The World,Tears For Fears,24,1985,4RvWPyQ5RL0ao9LPZeSouE,251.48894,-12.095,112.067,4.0,7.0
3904,4,Obsession,Animotion,24,1985,3N7GqZMpZJW69Te1bfUTc3,337.26666,-11.997,114.748,4.0,7.0
3905,5,Everytime You Go Away,Paul Young,23,1985,0IpfTMKENGLJcULkMnU8Rb,321.57333,-11.493,164.256,4.0,5.0
3906,6,Things Can Only Get Better,Howard Jones,23,1985,2zbXf2qz52eXmw4dpHWWq6,235.14667,-6.681,108.252,4.0,7.0
3907,7,One Night In Bangkok,Murray Head,23,1985,0NwB4MtnpUGEaGotcX0vmt,235.22667,-9.653,108.675,4.0,2.0
3908,8,St. Elmo's Fire (Man In Motion),John Parr,22,1985,1A2PWRltFrX8iB8IP3CUgo,251.8,-10.945,111.203,4.0,9.0
3909,9,Rhythm Of The Night,Debarge,22,1985,5yGTQzYbEdY6B9RFZJypgt,229.10667,-12.328,115.142,4.0,11.0
3910,10,Don't You (Forget About Me),Simple Minds,22,1985,3fH4KjXFYMmljxrcGrbPj9,263.04,-6.61,111.346,4.0,2.0
3911,11,Nightshift,Commodores,22,1985,23IK8TF2MSiLnuEjaYPfVV,306.56,-10.194,105.06,4.0,8.0
3912,12,Suddenly,Billy Ocean,22,1985,65h7Qhxl2WfW31Bl6sjWAI,234.70667,-9.512,129.486,4.0,10.0
3913,13,In My House,Mary Jane Girls,22,1985,11vItFXykyMe5BNKmItbo2,302.2,-11.037,116.832,4.0,10.0
3914,14,Missing You,Diana Ross,22,1985,0jVfjWK9DUc5ShqwwPADyp,245.34666,-11.41,86.822,4.0,4.0
3915,15,Money For Nothing,Dire Straits,22,1985,4yqtwO7MQIIXqoiRBPHAgR,506.4,-9.339,134.212,4.0,2.0
3916,16,Forever,Kenny Loggins,22,1985,23KhPfX1omMxmfw4TjvfAq,264.6,-11.541,80.75,4.0,3.0
3917,17,Lover Girl,Teena Marie,21,1985,6JGEFDAbkolVtylkQfnnom,290.89334,-4.594,123.301,4.0,9.0
3918,18,Crazy For You,Madonna,21,1985,6G7PVlifniapyhDCmWS2VM,225.62666,-11.93,95.013,4.0,9.0
3919,19,I Wonder If I Take You Home,Lisa Lisa And Clult Jam With Full Force,21,1985,3sRCesHh424gmCji7Fz9Gm,404.21332,-9.248,115.164,4.0,7.0
3920,20,Voices Carry,'Til Tuesday,21,1985,0ZYf6N5eBeXStMri0mf3DZ,263.57333,-9.044,104.995,4.0,0.0
3921,21,Walking On Sunshine,Katrina And The Waves,21,1985,05wIrZSwuaVWhcv5FfqeH0,238.73334,-11.97,109.901,4.0,10.0
3922,22,What About Love?,Heart,21,1985,5nN1jGnCadYk1jYm6oV5zN,221.67065,-7.065,160.652,4.0,2.0
3923,23,New Attitude,Patti LaBelle,21,1985,71DxDMPiElIeGgvJvtITXR,251.16,-7.101,138.011,4.0,11.0
3924,24,Oh Sheila,Ready For The World,21,1985,5PM96PMKMfD1lLX2lryUsG,240.09332,-10.347,128.82,4.0,0.0
3925,25,You Give Good Love,Whitney Houston,21,1985,0t6DdFmFQhQYWhmfa5FJer,277.24,-13.654,74.802,4.0,5.0
3926,26,The Search Is Over,Survivor,21,1985,1M3xrSPzPcKkCnXGHFPKaw,252.61333,-12.272,124.209,4.0,3.0
3927,27,Talk To Me,Fiona,20,1985,4nOK4ihQRFmLxVJfFGbure,230.64,-9.399,103.679,4.0,4.0
3928,28,The Heat Is On,Glenn Frey,20,1985,0PXw9NKvolWTo7U9JkNzmc,227.8,-6.369,149.706,4.0,7.0
3929,29,Everything She Wants,Wham!,20,1985,5hXEcqQhEjfZdbIZLO8mf2,302.69333,-15.557,115.09,4.0,6.0
3930,30,Smooth Operator,Sade,20,1985,1Hv1VTm8zeOeybub15mA2R,258.69333,-6.619,119.336,4.0,9.0
3931,31,And We Danced,Hooters,20,1985,5xkNd7kCRmjT2DxSAYVVyC,227.76,-6.086,145.781,4.0,9.0
3932,32,Saving All My Love For You,Whitney Houston,20,1985,1lx8ddGT5wCD6W2xmLeRKG,238.46667,-14.567,99.304,3.0,6.0
3933,33,Never Surrender,Corey Hart,20,1985,5U5p472hgeXUKvh0d8RL4K,295.0,-11.085,104.131,4.0,2.0
3934,34,I'm On Fire,Bruce Springsteen,20,1985,3PzsbWSQdLCKDLxn7YZfkM,155.88,-14.451,88.591,4.0,1.0
3935,35,Shout,Tears For Fears,19,1985,2gQaQUhDCNGfBVXTvxAmXQ,393.66666,-10.407,97.909,4.0,0.0
3936,36,Smuggler's Blues,Glenn Frey,19,1985,2v7qe4TkWOM0upTIDcSnd3,230.26666,-6.846,123.689,4.0,5.0
3937,37,Never Ending Story,Limahl,19,1985,1F43XlPBiwAUUIhrUGzylO,212.17332,-13.971,122.312,4.0,0.0
3938,38,Rock Me Tonight,Freddie Jackson,19,1985,5khdtdMlbBjPIKDZ44yK5k,244.22667,-6.627,143.933,4.0,1.0
3939,39,Love Theme From St. Elmo's Fire (Instrumental),David Foster,19,1985,65Wspymr1UkFIT0WRyVJnI,209.4,-13.761,125.201,4.0,8.0
3940,40,All She Wants to Do Is Dance,Don Henley,19,1985,4yCRCEAfCMRyqCpBSd0qDp,269.10666,-11.952,114.932,4.0,7.0
3941,41,Heaven,Bryan Adams,19,1985,7Ewz6bJ97vUqk5HdkvguFQ,243.36,-7.315,140.068,4.0,9.0
3942,42,Fortress Around Your Heart,Sting,19,1985,06IsyJksK6vgJX66rU77Ij,279.69333,-15.447,120.539,4.0,7.0
3943,43,Would I Lie To You?,Eurythmics,19,1985,1lJZSsMoWEbrgaY6CxPMf8,268.24,-4.638,131.968,4.0,2.0
3944,44,Freeway Of Love,Aretha Franklin,19,1985,0lpIVCLNQRBKffcRRNrHyh,352.09332,-6.328,126.509,4.0,2.0
3945,45,Fresh,Kool & The Gang,19,1985,1mMYaXpT65iZDtvfRA9EkE,266.56,-16.867,117.708,4.0,11.0
3946,46,Who's Holding Donna Now,Debarge,19,1985,66rdGSb6FMm0neFXxmJdPQ,267.73334,-14.648,90.173,4.0,3.0
3947,47,Careless Whisper,Wham! Featuring George Michael,19,1985,6KsgCYcZKPcBRDNGhiZWRR,392.26666,-18.386,76.58,4.0,2.0
3948,48,Through the Fire,Chaka Khan,19,1985,7gh2v4IHnxdiwSgA6xluhe,288.65332,-7.099,130.744,4.0,8.0
3949,49,Lonely Ol' Night,John Mellencamp,19,1985,0TBMx8wWJkwSEVSOJUn21e,225.17332,-3.988,126.558,4.0,9.0
3950,50,Axel F,Harold Faltermeyer,19,1985,2kgqupahrJpYB4r1poTXEY,180.86667,-17.105,117.286,4.0,1.0
3951,51,The Power Of Love,Huey Lewis & The News,19,1985,2olVm1lHicpveMAo4AUDRB,234.33333,-5.109,118.777,4.0,5.0
3952,52,Be Near Me,ABC,19,1985,1l3fRzoUngJr6hSMIT1Hfq,219.82668,-11.87,124.685,4.0,5.0
3953,53,Lovin' Every Minute Of It,Loverboy,19,1985,1N9KAY1WftAtnTqbf8ULKZ,213.29333,-13.527,173.274,4.0,9.0
3954,54,Don't Lose My Number,Phil Collins,18,1985,2ZIzyHDYsXIHUojfr6bAbO,288.54666,-5.016,80.614,4.0,5.0
3955,55,If You Love Somebody Set Them Free,Sting,18,1985,5Xhqe9xu6bKRSqLj1mS1SB,256.22668,-10.61,125.058,4.0,9.0
3956,56,Dare Me,The Pointer Sisters,18,1985,4LDPtuYOuAFtM6LBoRN0So,259.12,-5.275,109.641,4.0,4.0
3957,57,Glory Days,Bruce Springsteen,18,1985,2Y90nL1ohB4sgYELDs7uNx,254.73334,-4.906,117.486,4.0,9.0
3958,58,One More Night,Phil Collins,18,1985,6fkvIT9KFKxO8poBeKfaEf,288.97333,-9.442,136.369,4.0,3.0
3959,59,Misled,Kool & The Gang,18,1985,6KthkBoyIkEPnVSVuHvdCB,300.73334,-15.358,122.51,4.0,11.0
3960,60,Can't Fight This Feeling,REO Speedwagon,18,1985,5WwqdeavrQrbeAMDxGawse,294.77332,-11.017,156.344,4.0,9.0
3961,61,You Spin Me Round (Like A Record),Dead Or Alive,18,1985,1ChulFMnwxoD74Me8eX2TU,195.14667,-3.762,128.175,4.0,6.0
3962,62,We Don't Need Another Hero (Thunderdome),Tina Turner,18,1985,50XXRUFNjs85P0MjCZ1c9X,255.18668,-5.866,98.851,4.0,8.0
3963,63,People Are People,Depeche Mode,18,1985,4WoKuMjwJXuy9IqX6AH5JE,231.97333,-7.261,119.97,4.0,9.0
3964,64,Private Dancer,Tina Turner,18,1985,5JjdJK0uGRUk4skRTuQdUZ,434.37332,-9.656,115.464,4.0,2.0
3965,65,Rain Forest,Paul Hardcastle,18,1985,3dbpLKZFd8Oc19cqiSuWoW,448.48,-16.545,125.952,4.0,6.0
3966,66,We Are The World,USA For Africa,18,1985,3Z2tPWiNiIpg8UMMoowHIk,427.33334,-15.255,72.58,4.0,4.0
3967,67,Some Like It Hot,The Power Station,18,1985,3QyxB6fNUFNSLyjiwkycOY,305.46667,-8.355,125.491,4.0,2.0
3968,68,Invincible (Theme From The Legend Of Billie Jean),Pat Benatar,17,1985,2kFCYlFRuC7YqM5stlM9fH,268.86667,-10.69,124.852,4.0,6.0
3969,69,A View To A Kill,Duran Duran,17,1985,6I4snLrVOrJsLdd43isc27,217.69333,-5.405,125.472,4.0,1.0
3970,70,Part-Time Lover,Stevie Wonder,17,1985,0Dm43YLUlGdePpSbI1ct8h,252.56,-13.606,174.513,4.0,10.0
3971,71,Why Can't I Have You,The Cars,17,1985,3hPljMlsrP2S4j2WQdhZo0,245.50667,-10.001,206.208,4.0,4.0
3972,72,Just A Gigolo/I Ain't Got Nobody,David Lee Roth,17,1985,0QcIphdyZIVgFvW7ijEiPX,259.15842,-11.055,124.482,4.0,8.0
3973,73,Invisible,Alison Moyet,17,1985,6vYYt9fTorwdo6sxoceMQC,238.04,-11.14,96.808,4.0,2.0
3974,74,Angel,Madonna,17,1985,7ov1nZ2QZc3LIuCXXERZP0,236.13333,-13.66,133.237,4.0,7.0
3975,75,And She Was,Talking Heads,17,1985,5JwK7v6XhG0YgqDuCgzOy8,219.2,-9.947,126.477,4.0,9.0
3976,76,Tonight It's You,Cheap Trick,17,1985,1Z51w1nyjGmWwXVIIlY20V,286.34668,-7.504,116.719,4.0,11.0
3977,77,Summer Of '69,Bryan Adams,17,1985,0GONea6G2XdnHWjNZd6zt3,216.05333,-6.205,139.13,4.0,2.0
3978,78,Too Late For Goodbyes,Julian Lennon,17,1985,2SPU97neddixGZ3wCMLAwx,214.64526,-8.229,122.42,4.0,11.0
3979,79,Turn Up The Radio,Autograph,17,1985,547JIm8YGOKDzBp2JsX4a4,275.53333,-9.641,110.316,4.0,2.0
3980,80,We Built This City,Starship,17,1985,6OnfBiiSc9RGKiBKKtZXgQ,296.08,-4.897,144.091,4.0,5.0
3981,81,I Want To Know What Love Is,Foreigner,17,1985,1JLn8RhQzHz3qDqsChcmBl,304.78668,-10.036,81.204,4.0,6.0
3982,82,Easy Lover,Philip Bailey With Phil Collins,17,1985,5LYJ631w9ps5h9tdvac7yP,305.86667,-5.082,128.871,4.0,1.0
3983,83,Sussudio,Phil Collins,17,1985,4qM461TqtpnP4GLRIXwEnW,263.10666,-5.195,121.232,4.0,5.0
3984,84,Somebody,Bryan Adams,17,1985,3KTxIOIZIE7UM6vwCX4Ofv,283.38666,-5.484,97.599,4.0,9.0
3985,85,Material Girl,Madonna,17,1985,22sLuJYcvZOSoLLRYev1s5,240.28,-3.419,136.506,4.0,0.0
3986,86,Sentimental Street,Night Ranger,17,1985,5pSMOv1TyJhHKPCEh6ulTG,253.73334,-12.746,99.641,4.0,0.0
3987,87,Perfect Way,Scritti Politti,17,1985,6B8o3jaaROfqsvj50xhkfz,284.12,-11.882,104.576,4.0,4.0
3988,88,Not Enough Love In The World,Don Henley,17,1985,1nioRt8oPGNEdHAMrPhAEi,234.0,-12.88,166.073,4.0,0.0
3989,89,Raspberry Beret,Prince And The Revolution,17,1985,2I1W3hcSsPIsEJfD69pHrW,215.17332,-12.759,120.75,4.0,2.0
3990,90,Running Up That Hill,Kate Bush,17,1985,1PtQJZVZIdWIYdARpZRDFO,298.93332,-13.123,108.376,4.0,10.0
3991,91,Neutron Dance,The Pointer Sisters,17,1985,3Uyxe1fbF4zWSEwy38qgMw,253.41333,-6.879,104.794,4.0,9.0
3992,92,You Are My Lady,Freddie Jackson,17,1985,5MPxgVGxq79wcoNKtlRaTf,284.1194,-16.019,91.437,4.0,10.0
3993,93,Naughty Naughty,John Parr,17,1985,7dyaRJOrRnfobcE5jxZgZz,261.72,-4.065,113.386,4.0,9.0
3994,94,So In Love,Orchestral Manoeuvres In The Dark,17,1985,1D2QnxvMOac95EG9C0KbsJ,209.36,-7.07,120.049,4.0,5.0
3995,95,Cry,Godley & Creme,17,1985,3XfCNac1soQxgfNen0D0dN,236.53333,-11.294,99.06,4.0,9.0
3996,96,Miami Vice Theme,Jan Hammer,17,1985,1biP5gM7Le8S3E7GJEKgXC,147.6,-9.887,115.431,4.0,7.0
3997,97,Dangerous,Natalie Cole,17,1985,6a4B6Jyk6dG6wgsPlQp2W9,236.31964,-9.87,134.139,3.0,2.0
3998,98,High On You,Survivor,17,1985,0kly0FygSDXVbvbXxsZ31S,248.2,-9.811,125.152,4.0,7.0
3999,99,You Belong To The City,Glenn Frey,16,1985,0b8eSsBka9epA2J0wnPMax,352.76,-5.789,109.48,4.0,4.0
4000,0,Borderline,Madonna,30,1984,4FMNpPI7mkhdeFCCk6fZiE,238.36,-5.185,119.867,4.0,2.0
4001,1,Missing You,John Waite,29,1984,1Qrdlkgg9I4J7r3P4kZNwr,269.76,-9.736,208.571,4.0,11.0
4002,2,What's Love Got To Do With It,Tina Turner,28,1984,3ErsOxqe2RmXkR65wkygDz,230.24,-8.902,97.792,4.0,1.0
4003,3,The Glamorous Life,Sheila E.,26,1984,179SfVFJ0ZN41toTxnpgRD,543.56,-14.366,127.522,4.0,3.0
4004,4,I Can Dream About You,Dan Hartman,25,1984,1FYGmDJbtrblTlR3wiOjD5,252.6,-11.275,113.019,4.0,9.0
4005,5,Self Control,Laura Branigan,25,1984,6JNJERZGJwDVgkmbohBw7u,246.44,-12.172,106.679,4.0,6.0
4006,6,If Ever You're In My Arms Again,Peabo Bryson,25,1984,6zWSB11sqCRMTAuWYkccCt,251.30667,-4.996,96.386,4.0,3.0
4007,7,Jump (for My Love),The Pointer Sisters,24,1984,1kIu9zpYtWjgrLlsactlna,262.56,-7.909,134.454,4.0,10.0
4008,8,Hello,Lionel Richie,24,1984,0mHyWYXmmCB9iQyK18m3FQ,251.10667,-14.104,61.084,4.0,9.0
4009,9,Sister Christian,Night Ranger,24,1984,57trQKFZdJxHia4sMJioWk,302.93332,-16.239,177.279,4.0,5.0
4010,10,Against All Odds (Take A Look At Me Now),Phil Collins,24,1984,63CHa6rmamv9OsehkRD8oz,206.36,-6.9,116.262,4.0,1.0
4011,11,Sunglasses At Night,Corey Hart,23,1984,5uRsBdLhn91AYcsTCOGNOC,320.0,-11.106,127.083,4.0,10.0
