index,rank,title,artist,count,year,id,duration,loudness,tempo,time_signature,key
1150,50,Love More,Chris Brown Featuring Nicki Minaj,21,2013,2MDueMvPkUTpU6Xkmeinln,189.70667,-6.652,104.954,4.0,1.0
1151,51,The Other Side,Jason Derulo,21,2013,5FljCWR0cys07PQ9277GTz,226.9869,-3.939,127.923,4.0,9.0
1152,52,Love Somebody,Maroon 5,21,2013,0HnaqUxvHP5LaWdmWwJpiS,229.81332,-6.303,120.016,4.0,1.0
1153,53,Young And Beautiful,Lana Del Rey,21,2013,2nMeu6UenVvwUktBCpLMK9,236.05333,-8.92,113.986,4.0,11.0
1154,54,Hey Girl,Billy Currington,21,2013,4CcrLWFQY4dRGMbUR59cSp,200.53333,-5.289,81.945,4.0,1.0
1155,55,Heart Attack,Demi Lovato,21,2013,1V6gIisPpYqgFeWbMLI0bA,210.84,-4.802,173.968,4.0,8.0
1156,56,We Still In This B****,B.o.B Featuring T.I. & Juicy J,20,2013,3aHkbJXFYpPrup2K8wvDOV,247.98666,-5.126,140.01,4.0,1.0
1157,57,Carry On,fun.,20,2013,7gpy7sfWPNuOKmUNs3XQYE,278.37332,-5.769,145.434,5.0,5.0
1158,58,Crooked Smile,J. Cole Featuring TLC,20,2013,5gFoAVTN9YlM9uJCrFZtgl,278.57333,-6.293,80.985,4.0,7.0
1159,59,Highway Don't Care,Tim McGraw With Taylor Swift,20,2013,4wFUdSCer8bdQsrp1M90sa,276.88,-5.352,158.061,4.0,2.0
1160,60,Little Bit Of Everything,Keith Urban,20,2013,1J8j3IeJz1HXoHF59LoP4h,205.70667,-5.99,159.98,4.0,8.0
1161,61,I Will Wait,Mumford & Sons,20,2013,3Bclyko7WmwM2oGmKj8sue,276.72,-5.399,131.127,4.0,1.0
1162,62,Downtown,Lady Antebellum,20,2013,4kY7rYtE4OQkJNq22OIYRI,195.86667,-5.287,169.963,4.0,9.0
1163,63,Don't You Worry Child,Swedish House Mafia Featuring John Martin,20,2013,2V65y3PX4DkRhy1djlxd9p,212.86249,-3.145,129.042,4.0,11.0
1164,64,Tom Ford,JAY-Z,20,2013,1PNGJBI1Lx0h8QCpkHKZLU,189.01334,-6.202,145.099,4.0,8.0
1165,65,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,20,2013,0HFrCOmhCYXlv4NdEwRAuj,260.2761,-4.947,187.027,3.0,10.0
1166,66,I Want Crazy,Hunter Hayes,20,2013,4FkgULes13bk2eHrsJg4q9,236.86536,-4.806,103.029,4.0,8.0
1167,67,Don't Ya,Brett Eldredge,20,2013,3Qe097eJNp9MfpT2PieEw0,181.20998,-5.257,176.001,4.0,9.0
1168,68,Type Of Way,Rich Homie Quan,20,2013,6nu35hLc8zsA9bwBpcuf5L,261.32083,-9.637,134.9,4.0,6.0
1169,69,Get Your Shine On,Florida Georgia Line,20,2013,6s9ICeczYOfbHHIaSMq9jd,222.01334,-4.52,96.987,4.0,0.0
1170,70,Hey Pretty Girl,Kip Moore,20,2013,75p6fgACKYIyIhsoG411SZ,215.92,-10.615,83.112,1.0,2.0
1171,71,Harlem Shake,Baauer,20,2013,01XFgRZfZI7oBagNf1Loml,196.66426,-5.151,137.825,4.0,0.0
1172,72,Troublemaker,Olly Murs Featuring Flo Rida,20,2013,6s8nHXTJVqFjXE4yVZPDHR,185.58667,-3.689,106.012,4.0,0.0
1173,73,I Drive Your Truck,Lee Brice,20,2013,6aPc6SSWgTsiXrrUpJCPlj,234.84,-6.215,141.963,4.0,11.0
1174,74,DONE.,The Band Perry,20,2013,7t3yEWJXS4ZZE64JyJDJIg,205.26666,-3.015,100.045,4.0,6.0
1175,75,How Many Drinks?,Miguel,20,2013,5ctk3VJoHoURSiwkCJn2bf,272.98666,-7.011,81.822,4.0,0.0
1176,76,Let Her Go,Passenger,20,2013,1KxwZYyzWNyZSRyErj2ojT,252.73334,-7.346,74.897,4.0,7.0
1177,77,Round Here,Florida Georgia Line,20,2013,5T6DM9qjjngWnukcw0svkX,215.12,-3.051,141.982,4.0,1.0
1178,78,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",20,2013,4X5f3vT8MRuXF68pfjNte5,233.78667,-6.87,95.967,4.0,1.0
1179,79,Aw Naw,Chris Young,20,2013,53Dj5PCDhb22qWqmre3YQs,188.70667,-3.746,109.971,4.0,2.0
1180,80,Red Nose,Sage The Gemini,20,2013,1KIQ0RscHwxXPJUvhuO5Bl,193.2,-5.733,194.893,4.0,11.0
1181,81,Rich As F**k,Lil Wayne Featuring 2 Chainz,20,2013,3SShjQBczSt1HMpWA9zbwE,223.17332,-6.303,82.75,5.0,1.0
1182,82,Bugatti,Ace Hood Featuring Future & Rick Ross,20,2013,08ljt6NCNAgewQaMya1URa,269.26666,-4.947,130.205,4.0,1.0
1183,83,Anywhere With You,Jake Owen,20,2013,2yWtLaPCOUDyi7f1lOXCn5,209.58667,-2.545,151.988,4.0,5.0
1184,84,Beat This Summer,Brad Paisley,20,2013,2EUHzmBZux7SSra71cGkIB,281.45334,-5.252,150.039,4.0,6.0
1185,85,Next To Me,Emeli Sande,20,2013,1Xsxp1SEOxuMzjrFZhtw8u,196.86667,-5.118,94.999,4.0,7.0
1186,86,Sure Be Cool If You Did,Blake Shelton,20,2013,5yIiXdLRE85OBiQmCaUenq,215.72,-4.625,136.802,4.0,11.0
1187,87,Southern Girl,Tim McGraw,20,2013,29AR5X5yKPd4DBIAiqUMDy,255.48,-4.559,110.04,4.0,7.0
1188,88,Parking Lot Party,Lee Brice,20,2013,4HFNGbVmsMV5lHUvDuXLkl,207.89333,-5.763,171.72,4.0,1.0
1189,89,Mine Would Be You,Blake Shelton,20,2013,1zvQt99d5oTkEQLmSoO1yu,239.50667,-6.897,139.876,4.0,0.0
1190,90,Mama's Broken Heart,Miranda Lambert,20,2013,2mXsZsJBThTaJXbNcg5QD4,177.77333,-4.204,111.989,4.0,4.0
1191,91,Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,20,2013,6bxUnsSGZCmoHHU5auwtps,235.18668,-5.909,97.129,4.0,1.0
1192,92,Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20,2013,7A8d6xGJy2DpNqO2b9DrJu,284.58667,-5.221,142.056,4.0,8.0
1193,93,Loveeeeeee Song,Rihanna Featuring Future,20,2013,3DZQ6mzUkAdHqZWzqxBKIK,256.32,-7.597,119.983,4.0,5.0
1194,94,Body Party,Ciara,20,2013,0rFZaQ4crlGAzuCjWCQ2xu,234.04,-6.299,133.973,4.0,2.0
1195,95,All Over The Road,Easton Corbin,20,2013,6XD3HMATLswheYevIfKkSi,163.06667,-3.579,199.849,4.0,5.0
1196,96,Pour It Up,Rihanna,20,2013,76VtA90NKurNqaQpV126Ue,161.2,-8.735,134.003,4.0,2.0
1197,97,See You Again,Carrie Underwood,20,2013,7jP7iCJ1cXVXYHWIkYtP6d,246.45332,-2.525,101.0,4.0,8.0
1198,98,Redneck Crazy,Tyler Farr,20,2013,4lcXNTm9JrQpJYXqsENmFI,216.04,-4.216,145.854,4.0,7.0
1199,99,Alive,Krewella,20,2013,2SHnUyZq0zwmvRIl4WY77G,290.76,-2.909,128.002,4.0,9.0
1200,0,Somebody That I Used To Know,Gotye Featuring Kimbra,52,2012,4wCmqSrbyCgxEXROQE6vtV,244.97333,-7.036,129.062,4.0,0.0
1201,1,Lights,Ellie Goulding,51,2012,11ozIUBoXAgRTVWelDn4pL,244.26666,-6.283,120.028,4.0,8.0
1202,2,I Won't Give Up,Jason Mraz,44,2012,53QF56cjZA9RTuuMZDrSA6,240.16599,-10.058,133.406,3.0,4.0
1203,3,Call Me Maybe,Carly Rae Jepsen,43,2012,3TGRqZ0a2l1LRblBkJoaDx,193.4,-6.548,120.021,4.0,7.0
1204,4,Some Nights,fun.,43,2012,6t6oULCRS6hnI7rm0h5gwl,277.04,-7.045,107.938,4.0,0.0
1205,5,We Are Young,Glee Cast,41,2012,1zugfOhn6BebboqGcpUlba,249.77333,-6.086,91.977,4.0,7.0
1206,6,Home,Dierks Bentley,39,2012,6q5nAr2JniAHj1gKheejE0,238.41333,-7.157,118.038,4.0,11.0
1207,7,Everybody Talks,Neon Trees,39,2012,2iUmqdfGZcHIhS3b9E9EWq,177.28,-3.906,154.962,4.0,8.0
1208,8,Too Close,Alex Clare,39,2012,4sK96UnGx3NjBaqvfTG2dm,256.56,-4.311,126.043,4.0,11.0
1209,9,Glad You Came,The Wanted,38,2012,5yDL13y5giogKs2fSNf7sj,197.93552,-3.873,126.885,4.0,7.0
1210,10,Wild Ones,Flo Rida Featuring Sia,36,2012,1NpW5kyvO4XrNJ3rnfcNy3,232.94667,-5.324,127.075,4.0,5.0
1211,11,Drive By,Train,36,2012,0KAiuUOrLTIkzkpfpn9jb9,195.97333,-3.113,122.028,4.0,1.0
1212,12,Stronger (What Doesn't Kill You),Kelly Clarkson,35,2012,6D60klaHqbCl9ySc8VcRss,221.94667,-4.282,116.044,4.0,0.0
1213,13,Wanted,Hunter Hayes,34,2012,0p1BcEcYVO3uk4KDf3gzkY,228.84,-7.692,169.784,4.0,0.0
1214,14,What Makes You Beautiful,One Direction,34,2012,4cluDES4hQEUhmXj6TXkSo,199.98666,-2.494,124.99,4.0,4.0
1215,15,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",33,2012,4qikXelSRKvoCqFcHLB2H2,329.32,-9.381,139.993,4.0,6.0
1216,16,The One That Got Away,Katy Perry,33,2012,6hkOqJ5mE093AQf2lbZnsG,227.33333,-4.021,133.968,4.0,1.0
1217,17,Titanium,David Guetta Featuring Sia,32,2012,0lHAMNU8RGiIObScrsRgmP,245.04018,-3.673,126.06,4.0,0.0
1218,18,Give Your Heart A Break,Demi Lovato,32,2012,3sP3c86WFjOzHHnbhhZcLA,205.34666,-3.218,123.008,4.0,6.0
1219,19,Payphone,Maroon 5 Featuring Wiz Khalifa,31,2012,4P0osvTXoSYZZC2n8IFH3c,231.38667,-4.828,110.028,4.0,4.0
1220,20,Starships,Nicki Minaj,31,2012,1oHNvJVbFkexQc0BpQp7Y4,210.62666,-2.457,125.006,4.0,11.0
1221,21,The Motto,Drake Featuring Lil Wayne,30,2012,4Kz4RdRCceaA9VgTqBhBfa,181.57333,-8.558,201.8,4.0,1.0
1222,22,Little Talks,Of Monsters And Men,30,2012,2ihCaVdNZmnHZWt0fvAM7B,266.6,-5.177,102.961,4.0,1.0
1223,23,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,29,2012,0IkKz2J93C94Ei4BvDop7P,262.17334,-4.21,129.992,4.0,5.0
1224,24,It's Time,Imagine Dragons,29,2012,6BtmXhTJMM9sBTHeYYASGz,237.98666,-4.748,105.009,4.0,2.0
1225,25,We Found Love,Rihanna Featuring Calvin Harris,29,2012,6qn9YLKt13AGvpq9jfO8py,215.22667,-4.485,127.975,4.0,1.0
1226,26,Whistle,Flo Rida,29,2012,3bC1ahPIYt1btJzSSEyyrF,224.65334,-5.746,103.976,4.0,0.0
1227,27,Take Care,Drake Featuring Rihanna,29,2012,124NFj84ppZ5pAxTuVQYCQ,277.38666,-10.358,121.845,4.0,0.0
1228,28,Ho Hey,The Lumineers,28,2012,0DwClY2t9YAWHBROMIgrXb,163.13333,-9.074,79.936,4.0,0.0
1229,29,Sexy And I Know It,LMFAO,27,2012,0obBFrPYkSoBJbvHfUIhkv,199.48,-4.225,130.043,4.0,7.0
1230,30,Set Fire To The Rain,Adele,27,2012,73CMRj62VK8nUS4ezD2wvi,242.97362,-3.882,107.993,4.0,2.0
1231,31,No Lie,2 Chainz Featuring Drake,26,2012,6j9iyrrmqWlQZ5SD1hSTaq,237.82668,-5.984,131.104,4.0,6.0
1232,32,As Long As You Love Me,Justin Bieber Featuring Big Sean,26,2012,75lo8VozcCLRG9WGG674iD,229.46667,-3.382,139.691,4.0,0.0
1233,33,Heart Attack,Trey Songz,26,2012,25CA8QVJQrh5R05UUCaODM,233.14667,-4.87,150.029,4.0,11.0
1234,34,One More Night,Maroon 5,26,2012,4XNrMwGx1SqP01sqkGTDmo,219.46667,-3.453,92.998,4.0,5.0
1235,35,Feel So Close,Calvin Harris,26,2012,1gihuPhrLraKYrJMAEONyc,206.41333,-2.842,127.937,4.0,7.0
1236,36,Wide Awake,Katy Perry,26,2012,1rUQmXEy41tXwHIKFECNTa,220.93333,-5.103,160.04,4.0,5.0
1237,37,Time Is Love,Josh Turner,25,2012,2rg3yLJKN5Yl4JCHHkMgeC,200.37334,-4.987,111.97,4.0,2.0
1238,38,Good Feeling,Flo Rida,25,2012,2LEF1A8DOZ9wRYikWgVlZ8,248.13333,-4.444,128.011,4.0,1.0
1239,39,Where Have You Been,Rihanna,25,2012,5WQQIDU3HRaMyPkob8mpFb,242.68,-6.34,127.96,4.0,0.0
1240,40,Don't Wake Me Up,Chris Brown,25,2012,18VfHIPaCo0s6FTi1Fnp6T,222.30667,-5.197,127.967,4.0,7.0
1241,41,Blow Me (One Last Kiss),P!nk,24,2012,4k80K0b6KZ2QjAYkXON7q6,255.58667,-2.954,113.991,4.0,7.0
1242,42,Good Time,Owl City & Carly Rae Jepsen,24,2012,1kPpge9JDLpcj15qgrPbYX,205.93333,-4.269,126.05,4.0,3.0
1243,43,Turn Me On,David Guetta Featuring Nicki Minaj,24,2012,6JOlNkT0QdHeZB0wPbI9IR,199.68,-2.266,127.961,4.0,8.0
1244,44,The A Team,Ed Sheeran,23,2012,1VdZ0vKfR5jneCmWIUAMxK,258.37332,-9.918,84.996,4.0,9.0
1245,45,Drunk On You,Luke Bryan,23,2012,3kv6omImmKEfOVJWjstusF,213.54668,-4.4,143.967,4.0,9.0
1246,46,Hard To Love,Lee Brice,23,2012,6E9V9TRlVOLjenGjHemzEH,224.29333,-6.177,103.017,4.0,9.0
1247,47,Burn It Down,Linkin Park,23,2012,7oVEtyuv9NBmnytsCIsY5I,230.25333,-4.45,110.006,4.0,9.0
1248,48,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,23,2012,7LcfRTgAVTs5pQGEQgUEzN,201.16,-4.477,128.047,4.0,11.0
1249,49,Thinkin Bout You,Frank Ocean,23,2012,7DfFc7a6Rwfi3YQMRbDMau,200.74667,-11.195,129.83,4.0,0.0
1250,50,You Don't Know Her Like I Do,Brantley Gilbert,23,2012,4WnY4W5KrqglCdIus8X9Bo,286.52,-6.681,74.988,4.0,4.0
1251,51,Part Of Me,Katy Perry,22,2012,6yARPLK0PV4heEyh7pVMGz,216.16,-4.645,130.007,4.0,5.0
1252,52,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,22,2012,5HQVUIKwCEXpe7JIHyY734,207.33333,-6.425,95.078,4.0,0.0
1253,53,Why Ya Wanna,Jana Kramer,22,2012,08f0fHqZigPgPHCfRjk8SC,221.37334,-3.187,167.37,3.0,4.0
1254,54,Springsteen,Eric Church,22,2012,05ZACkzW8YbRq3eFgIfSNB,263.38666,-5.935,104.022,4.0,2.0
1255,55,Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",22,2012,3Jv1XgMPVjdN5xGfnRJ20s,303.53333,-1.856,138.031,4.0,2.0
1256,56,Amen,Edens Edge,22,2012,0cunAi5FhuVTMMIE9XfqfP,228.56,-3.892,179.047,4.0,5.0
1257,57,We Run The Night,Havana Brown Featuring Pitbull,22,2012,0mtPNQl5vePVwiI9Vykp7L,228.2,-4.389,127.023,4.0,9.0
1258,58,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,22,2012,3bfqkspKABT4pPicm6wC9F,222.21333,-4.289,130.034,4.0,10.0
1259,59,Faded,Tyga Featuring Lil Wayne,22,2012,4vULFpGH9sCBdCfCC6p3Xo,211.41333,-8.824,95.035,4.0,1.0
1260,60,Drank In My Cup,Kirko Bangz,22,2012,3m8CQnnfJJp4eQMWWl3zay,232.16,-7.98,132.89,4.0,8.0
1261,61,Cowboys And Angels,Dustin Lynch,22,2012,1kFi7TFCs6yBaIcQN06NIb,227.72,-5.772,73.842,4.0,10.0
1262,62,Blown Away,Carrie Underwood,22,2012,0vFMQi8ZnOM2y8cuReZTZ2,240.13333,-2.569,136.991,4.0,9.0
1263,63,Brokenhearted,Karmin,22,2012,4urcG6Nfubqsuqy3juMjBi,227.14667,-2.732,120.001,4.0,1.0
1264,64,Scream,Usher,21,2012,12eMQUn2GzfsfsQLH53M19,234.69333,-5.18,127.992,4.0,7.0
1265,65,Rumour Has It,Adele,21,2012,2A73XBDBQgmdXO8VsXPWIs,223.26666,-5.014,120.052,4.0,0.0
1266,66,Rack City,Tyga,21,2012,7rPLYmabWMobWhoIqZe6rh,208.44,-10.929,98.966,4.0,1.0
1267,67,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,20,2012,4kte3OcW800TPvOVgrLLj8,251.62666,-6.633,124.904,4.0,5.0
1268,68,Even If It Breaks Your Heart,Eli Young Band,20,2012,0Nu9WA8kEbBWEsay2s8Q0U,220.52,-4.742,208.067,4.0,0.0
1269,69,Crew Love,Drake Featuring The Weeknd,20,2012,0V4l4GQhgnWQGtCWpvA7va,208.81332,-9.057,160.152,4.0,0.0
1270,70,Good Girl,Carrie Underwood,20,2012,20DfkHC5grnKNJCzZQB6KC,205.56,-2.849,128.91,4.0,0.0
1271,71,Midnight City,M83.,20,2012,1eyzqe2QqGZUmfcPZtrIyt,241.44,-6.525,105.009,4.0,11.0
1272,72,One Thing,One Direction,20,2012,5G2c6FsfTzgYUzageCmfXY,197.6,-3.806,126.999,4.0,2.0
1273,73,Let's Go,Calvin Harris Featuring Ne-Yo,20,2012,4wkQmYpAaMe41Rc3sYZ7Vz,232.8,-2.932,128.016,4.0,4.0
1274,74,Over You,Miranda Lambert,20,2012,3fDsErbmOD3TuaSDuxSXav,253.37334,-6.973,158.119,4.0,6.0
1275,75,Pontoon,Little Big Town,20,2012,2Gy3XMLbBxACZ4tXdFRGr7,212.32,-5.715,96.02,4.0,9.0
1276,76,Leave You Alone,Young Jeezy Featuring Ne-Yo,20,2012,5GOqOUVv7vk0jWDdNToHtA,329.18668,-7.759,94.523,4.0,11.0
1277,77,Lovin' You Is Fun,Easton Corbin,20,2012,5qNkZdbdfL9tQm1ppZmUrW,199.01334,-3.028,109.958,4.0,8.0
1278,78,Fly Over States,Jason Aldean,20,2012,0dUsJqLL2gVO9SOQXtgCMd,218.2,-3.269,81.577,4.0,7.0
1279,79,2 Reasons,Trey Songz Featuring T.I.,20,2012,6lgzJuBX3iqevLdtgNlyAU,197.62666,-5.088,94.033,4.0,11.0
1280,80,Lemme See,Usher Featuring Rick Ross,20,2012,4MevEW6tsWrpmzPKaqK0Uw,252.82668,-4.067,153.873,4.0,1.0
1281,81,(Kissed You) Good Night,Gloriana,20,2012,0Rj68IX1WqAtceUZQGk7aa,232.90308,-6.125,118.97,4.0,11.0
1282,82,Back In Time,Pitbull,20,2012,3eQlGeyuSibgAGPEJugaDW,207.76,-4.5,127.087,4.0,0.0
1283,83,Somethin' 'Bout A Truck,Kip Moore,20,2012,6Ymvlzom4TQeoKqAWsZRD8,213.82668,-5.417,176.01,4.0,11.0
1284,84,Boyfriend,Justin Bieber,20,2012,3UGIZ8qcrMTwzLbx6Kttqt,171.33333,-6.019,96.976,4.0,10.0
1285,85,Beez In The Trap,Nicki Minaj Featuring 2 Chainz,20,2012,0x335qdLBS6o30hYdc8h2I,268.48,-6.005,150.003,4.0,9.0
1286,86,Take It To The Head,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",20,2012,2lD4LsB3iQVnddkVM2RFAl,267.17334,-2.802,141.976,4.0,11.0
1287,87,Bangarang,Skrillex Featuring Sirah,20,2012,6VRhkROS2SZHGlp0pxndbJ,215.25333,-2.302,110.026,4.0,7.0
1288,88,Take A Little Ride,Jason Aldean,20,2012,1KZ13No14RifaK2e9ii8da,187.61333,-3.77,163.853,4.0,2.0
1289,89,Cashin' Out,Ca$h Out,20,2012,1POAx4NMLOBPVKZUSsBh92,238.76,-3.627,129.989,4.0,1.0
1290,90,Turn Up The Music,Chris Brown,20,2012,1RMRkCn07y2xtBip9DzwmC,227.97333,-5.792,129.925,4.0,1.0
1291,91,UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,20,2012,1lqKgoo11HKUoMpbouC7I4,256.76627,-13.488,96.997,4.0,1.0
1292,92,Climax,Usher,20,2012,5pyVqlqThcxI7tPDjHIzPh,232.90668,-8.837,135.877,4.0,8.0
1293,93,Want U Back,Cher Lloyd,20,2012,6E11E0lT5Zy7yb6iT3y8DN,214.57333,-2.94,97.939,4.0,9.0
1294,94,Birthday Cake,Rihanna Featuring Chris Brown,20,2012,4EfN6bixdOOgoLYR5C4cWo,78.2,-6.498,80.011,4.0,3.0
1295,95,Angel Eyes,Love And Theft,20,2012,63w0QA1wiV7QhF9jeiHETF,186.62666,-5.917,108.015,4.0,8.0
1296,96,Adorn,Miguel,20,2012,25cUhiAod71TIQSNicOaW3,193.14667,-5.693,179.063,4.0,11.0
1297,97,Come Over,Kenny Chesney,20,2012,6BCrbWBpb8d6KWmEqZ41tr,248.42667,-7.169,176.043,4.0,1.0
1298,98,5-1-5-0,Dierks Bentley,20,2012,2WKCH4ISejDV9ad7iPp5XU,182.89333,-5.181,116.992,4.0,1.0
1299,99,Come Wake Me Up,Rascal Flatts,20,2012,5mCttXluvE0gaIArboAoFA,263.25333,-6.816,155.861,3.0,4.0
1300,0,Rolling In The Deep,Adele,51,2011,1c8gk2PeTE04A1pIDH9YMk,228.09332,-5.114,104.948,4.0,8.0
1301,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,39,2011,0IkKz2J93C94Ei4BvDop7P,262.17334,-4.21,129.992,4.0,5.0
1302,2,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",38,2011,4QNpBfC0zvjKqPJcyqBy9W,252.30667,-3.206,129.024,4.0,8.0
1303,3,Crazy Girl,Eli Young Band,36,2011,1nVLAEzhBXMJLR5zAl90Nl,200.70667,-3.842,151.343,3.0,4.0
1304,4,Good Life,OneRepublic,34,2011,6OtCIsQZ64Vs1EbzztvAv4,253.30667,-7.804,94.988,4.0,6.0
1305,5,Pumped Up Kicks,Foster The People,34,2011,7w87IxuO7BDcJ3YUqCyMTT,239.6,-5.849,127.975,4.0,5.0
1306,6,Super Bass,Nicki Minaj,34,2011,3hlksXnvbKogFdPbpO9vel,200.01334,-4.357,126.979,4.0,11.0
1307,7,Without You,Keith Urban,34,2011,0KzEhOxVbub9dglj5mMyCc,236.02667,-10.534,160.021,4.0,1.0
1308,8,Firework,Katy Perry,33,2011,4r6eNCsrZnQWJzzvFh4nlg,227.89333,-5.039,124.071,4.0,8.0
1309,9,Just A Kiss,Lady Antebellum,33,2011,2OXidlnDThZR3zf36k6DVL,218.84,-5.826,142.881,4.0,1.0
1310,10,F**k You! (Forget You),Cee Lo Green,32,2011,6iIyoqOxrfkGrJP0nvjjIJ,276.02182,-4.534,127.499,4.0,0.0
1311,11,Just Can't Get Enough,The Black Eyed Peas,31,2011,3JA9Jsuxr4xgHXEawAdCp4,219.42667,-8.685,94.049,4.0,0.0
1312,12,The Show Goes On,Lupe Fiasco,31,2011,4NTWZqvfQTlOMitlVn6tew,239.61333,-3.839,143.067,4.0,7.0
1313,13,If I Die Young,The Band Perry,30,2011,4u26EevCNXMhlvE1xFBJwX,222.77333,-6.611,130.739,4.0,4.0
1314,14,F**kin' Perfect,P!nk,30,2011,3ueoTboomKEQpI3r9z47Kg,213.72,-4.918,91.961,4.0,7.0
1315,15,Tonight Tonight,Hot Chelle Rae,30,2011,2i0AUcEnsDm3dsqLrFWUCq,200.46667,-4.977,99.978,4.0,4.0
1316,16,On The Floor,Jennifer Lopez Featuring Pitbull,29,2011,3C0nOe05EIt1390bVABLyN,284.86667,-5.194,130.003,4.0,3.0
1317,17,E.T.,Katy Perry Featuring Kanye West,29,2011,4kkeuVl6gF3RMqE4Nn5W3E,206.37334,-5.423,150.054,4.0,5.0
1318,18,For The First Time,The Script,29,2011,09ZcYBGFX16X8GMDrvqQwt,252.85333,-4.78,173.794,4.0,9.0
1319,19,Down On Me,Jeremih Featuring 50 Cent,28,2011,0x3TibRgnSqzkcwrqBd4iX,228.45332,-7.783,160.041,4.0,2.0
1320,20,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,27,2011,0qOnSQQF0yzuPWsXrQ9paz,210.96,-3.293,89.99,4.0,9.0
1321,21,Dirt Road Anthem,Jason Aldean,27,2011,5ZVGvay4xwgXMnQWffNYeU,229.4,-5.064,127.024,4.0,2.0
1322,22,Just The Way You Are,Bruno Mars,27,2011,7BqBn9nzAq8spo5e7cZ0dJ,220.7341,-5.379,109.021,4.0,5.0
1323,23,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,27,2011,3hsmbFKT5Cujb5GQjqEU39,222.58667,-6.128,146.155,4.0,11.0
1324,24,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,26,2011,7LcfRTgAVTs5pQGEQgUEzN,201.16,-4.477,128.047,4.0,11.0
1325,25,The Lazy Song,Bruno Mars,26,2011,1ExfPZEiahqhLyajhybFeS,189.10948,-5.124,174.915,4.0,8.0
1326,26,Love You Like A Love Song,Selena Gomez & The Scene,26,2011,0laYHRpNTS6i8FXdupHkJ4,188.45332,-3.87,117.009,4.0,1.0
1327,27,Motivation,Kelly Rowland Featuring Lil Wayne,25,2011,6rbhWExtuchhpLC5fHnB8n,230.56,-5.589,140.891,4.0,9.0
1328,28,Far Away,Marsha Ambrosius,25,2011,5KVbaJP4IOZmZZlj5v4jp2,436.88,-6.544,70.478,4.0,9.0
1329,29,Blow,Ke$ha,25,2011,3pYDZTJM2tVBUhIRifWVzI,219.97333,-3.862,120.013,4.0,11.0
1330,30,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,25,2011,0ZbmQnOlXM8liVcNVtNxmD,256.44,-4.798,143.85,4.0,11.0
1331,31,S&M,Rihanna Featuring Britney Spears,25,2011,2262bWmqomIaJXwCRHr13j,211.97864,-10.439,94.926,4.0,11.0
1332,32,Grenade,Bruno Mars,25,2011,2tJulUYLDKOg9XrtVkMgcJ,222.09102,-7.273,110.444,4.0,2.0
1333,33,Barefoot Blue Jean Night,Jake Owen,24,2011,3ts6xK5GzfMAAriT9AIBmP,167.42667,-4.679,172.017,4.0,4.0
1334,34,Someone Like You,Adele,24,2011,1zwMYTA5nlNjZxYrvBB2pV,285.24,-8.251,135.187,4.0,9.0
1335,35,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,24,2011,38iU2jg98IZZEIJPrP7aWD,237.94667,-5.747,131.951,4.0,8.0
1336,36,How To Love,Lil Wayne,24,2011,5W7BcYDIaeXnpG3e39T7hJ,240.30667,-6.093,153.992,4.0,11.0
1337,37,All Of The Lights,Kanye West,24,2011,22L7bfCiAkJo5xGSQgmiIO,299.61334,-3.284,142.113,4.0,1.0
1338,38,The Edge Of Glory,Lady Gaga,24,2011,0JNdS1n0ifOP25XvhwAMgM,320.58667,-6.544,127.957,4.0,9.0
1339,39,You Make Me Feel...,Cobra Starship Featuring Sabi,23,2011,16Of7eeW44kt0a1M0nitHM,215.69333,-2.944,131.959,4.0,7.0
1340,40,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",23,2011,608a1wIsSd5KzMEqm1O7w3,296.14667,-3.499,149.336,4.0,11.0
1341,41,God Gave Me You,Blake Shelton,23,2011,0w9LJae3sVlZlH2CnxTInF,229.53333,-5.043,151.977,4.0,2.0
1342,42,Sure Thing,Miguel,23,2011,0JXXNGljqupsJaZsgSbMZV,195.37334,-8.127,81.001,4.0,11.0
